,all_middle,comp_text,compound,id_text,line_id,line_label,link,middle_terms,nom_suff
1211,:,dur? ba-a-?ar,dur[buttocks] ?ar[place],c.2.4.2.24,137,141,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.24&display=Crit&charenc=gcirc#,,
1208,:,dur? ba-an-?ar,dur[buttocks] ?ar[place],c.2.4.2.04,237,365,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.04&display=Crit&charenc=gcirc#,,
1229,:,dur? ba-an-?ar,dur[buttocks] ?ar[place],c.4.05.1,11,11,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.05.1&display=Crit&charenc=gcirc#,,
1232,:,dur? ba-e-?ar,dur[buttocks] ?ar[place],c.4.07.3,107,107,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.3&display=Crit&charenc=gcirc#,,
1245,:,dur? ba-ni-in-?ar,dur[buttocks] ?ar[place],c.4.22.6,9,A8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.22.6&display=Crit&charenc=gcirc#,,
1246,:,dur? ba-ni-in-?ar,dur[buttocks] ?ar[place],c.4.25.2,4,4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.25.2&display=Crit&charenc=gcirc#,,
1199,:,dur? bi-in-?ar,dur[buttocks] ?ar[place],c.1.8.1.2,298,A2,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.2&display=Crit&charenc=gcirc#,,
1200,:,dur? bi-in-?ar,dur[buttocks] ?ar[place],c.1.8.1.2,308,A12,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.2&display=Crit&charenc=gcirc#,,
1271,:,dur? bi-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,156,156,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1198,:,dur? bi-?ar,dur[buttocks] ?ar[place],c.1.8.1.2,172,A10,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.2&display=Crit&charenc=gcirc#,,
1194,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.1.2.2,69,A75,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.2&display=Crit&charenc=gcirc#,,
1216,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.2.5.4.02,60,60,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.02&display=Crit&charenc=gcirc#,,
1225,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.2.5.7.2,9,A9,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.7.2&display=Crit&charenc=gcirc#,,
1230,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.05.1,40,40,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.05.1&display=Crit&charenc=gcirc#,,
1253,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.27.07,58,58,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.27.07&display=Crit&charenc=gcirc#,,
1254,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.27.07,65,65,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.27.07&display=Crit&charenc=gcirc#,,
1261,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,23,23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1262,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,37,37,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1263,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,46,46,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1264,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,59,59,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1265,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,75,75,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1266,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,85,85,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1267,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,99,99,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1268,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,117,117,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1269,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,133,133,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1270,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,145,145,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1272,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,167,167,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1273,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,177,177,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1274,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,185,185,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1275,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,196,196,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1276,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,208,208,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1277,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,219,219,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1278,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,228,228,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1279,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,238,238,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1280,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,261,261,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1281,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,270,270,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1282,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,281,281,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1283,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,292,292,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1284,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,301,301,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1285,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,313,313,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1286,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,326,326,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1287,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,349,350,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1288,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,359,361,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1289,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,374,377,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1290,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,391,394,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1291,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,402,405,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1292,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,411,414,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1293,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,420,423,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1294,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,443,446,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1295,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,452,455,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1296,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,463,466,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1297,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,474,477,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1299,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,489,492,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1300,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,502,505,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1301,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,515,518,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1302,:,dur? bi?-in-?ar,dur[buttocks] ?ar[place],c.4.80.1,524,527,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1304,:,dur? he?-?a?-?a?,dur[buttocks] ?ar[place],c.5.3.2,191,191,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.2&display=Crit&charenc=gcirc#,,
1303,:,dur? i-im-?a?-?a?-ne,dur[buttocks] ?ar[place],c.5.3.1,135,131,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.1&display=Crit&charenc=gcirc#,,
1201,:,dur? im-ma-ni-in-?ar,dur[buttocks] ?ar[place],c.1.8.1.4,168,166,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
1197,:,dur? im-ma-?ar,dur[buttocks] ?ar[place],c.1.4.1,375,349,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
1202,:,dur? im-ma-?ar,dur[buttocks] ?ar[place],c.1.8.1.5,250,152F,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
1203,:,dur? im-ma-?ar,dur[buttocks] ?ar[place],c.1.8.1.5,251,152G,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
1196,:,dur? im-mi-in-?ar,dur[buttocks] ?ar[place],c.1.4.1,179,166,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
1221,:,dur? im-mi-in-?ar,dur[buttocks] ?ar[place],c.2.5.5.3,8,8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.5.3&display=Crit&charenc=gcirc#,,
1255,:,dur? im-mi-in-?ar,dur[buttocks] ?ar[place],c.4.28.1,29,29,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.28.1&display=Crit&charenc=gcirc#,,
1257,:,dur? im-mi-in-?ar,dur[buttocks] ?ar[place],c.4.28.1,86,86,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.28.1&display=Crit&charenc=gcirc#,,
1219,:,dur? im-mi-in-?ar-re-eš,dur[buttocks] ?ar[place],c.2.5.4.23,89,A89,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.23&display=Crit&charenc=gcirc#,,
1209,:,dur? im-mi-in-?a?-re-eš?,dur[buttocks] ?ar[place],c.2.4.2.18,47,47,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.18&display=Crit&charenc=gcirc#,,
1226,:,dur? mi-ni-in-?ar,dur[buttocks] ?ar[place],c.2.6.6.5,66,70,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.6.5&display=Crit&charenc=gcirc#,,
1215,:,dur? mu-da-an-?ar,dur[buttocks] ?ar[place],c.2.5.3.1,25,25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.3.1&display=Crit&charenc=gcirc#,,
1306,:,dur? nam-bi?-e-?a?-?a?,dur[buttocks] ?ar[place],c.5.6.1,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.6.1&display=Crit&charenc=gcirc#,,
1252,:,dur? nam-mi-in-?ar,dur[buttocks] ?ar[place],c.4.27.01,8,A8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.27.01&display=Crit&charenc=gcirc#,,
1195,:,dur? ?ar,dur[buttocks] ?ar[place],c.1.3.4,47,C34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.4&display=Crit&charenc=gcirc#,,
1218,:,dur? ?ar,dur[buttocks] ?ar[place],c.2.5.4.08,1,1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.08&display=Crit&charenc=gcirc#,,
1220,:,dur? ?ar,dur[buttocks] ?ar[place],c.2.5.4.23,141,C7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.23&display=Crit&charenc=gcirc#,,
1307,:,dur? ?ar,dur[buttocks] ?ar[place],c.5.9.1,31,A31,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.9.1&display=Crit&charenc=gcirc#,,
1222,:,dur? ?ar-bi,dur[buttocks] ?ar[place],c.2.5.5.4,33,33,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.5.4&display=Crit&charenc=gcirc#,,
1205,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.1.8.2.3,234,230,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
1206,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.1.8.2.3,506,498,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
1212,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.2.4.5.4,19,A19,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.5.4&display=Crit&charenc=gcirc#,,
1217,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.2.5.4.04,3,A3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.04&display=Crit&charenc=gcirc#,,
1243,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.4.22.1,1,1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.22.1&display=Crit&charenc=gcirc#,,
1260,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.4.33.1,1,A1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.33.1&display=Crit&charenc=gcirc#,,
1298,:,dur? ?ar-ra,dur[buttocks] ?ar[place],c.4.80.1,476,479,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
1210,:,dur? ?ar-ra-a,dur[buttocks] ?ar[place],c.2.4.2.24,58,58,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.24&display=Crit&charenc=gcirc#,,
1238,:,dur? ?ar-ra-e,dur[buttocks] ?ar[place],c.4.07.a,7,7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.a&display=Crit&charenc=gcirc#,,
1244,:,dur? ?ar-ra-me-en,dur[buttocks] ?ar[place],c.4.22.1,121,121,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.22.1&display=Crit&charenc=gcirc#,,
1204,:,dur? ?ar-ra-za,dur[buttocks] ?ar[place],c.1.8.2.3,46,45,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
1214,:,dur? ?ar-ra-zu,dur[buttocks] ?ar[place],c.2.4.5.5,7,6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.5.5&display=Crit&charenc=gcirc#,,
1248,:,dur? ?ar-ra-zu-X,dur[buttocks] ?ar[place],c.4.25.2,25,25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.25.2&display=Crit&charenc=gcirc#,,
1249,:,dur? ?ar-ra-zu-X,dur[buttocks] ?ar[place],c.4.25.2,26,26,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.25.2&display=Crit&charenc=gcirc#,,
1250,:,dur? ?ar-ra-zu-X,dur[buttocks] ?ar[place],c.4.25.2,27,27,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.25.2&display=Crit&charenc=gcirc#,,
1251,:,dur? ?ar-ra-zu-X,dur[buttocks] ?ar[place],c.4.25.2,28,28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.25.2&display=Crit&charenc=gcirc#,,
1223,:,dur? ?ar-ra-zu-ne,dur[buttocks] ?ar[place],c.2.5.6.1,37,37,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.1&display=Crit&charenc=gcirc#,,
1224,:,dur? ?ar-ra-zu-ne,dur[buttocks] ?ar[place],c.2.5.6.2,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.2&display=Crit&charenc=gcirc#,,
1227,:,dur? ?ar-ra-zu-ne,dur[buttocks] ?ar[place],c.2.8.3.3,1,1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.3.3&display=Crit&charenc=gcirc#,,
1228,:,dur? ?ar-ra-zu-ne,dur[buttocks] ?ar[place],c.2.8.3.3,3,3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.3.3&display=Crit&charenc=gcirc#,,
1237,:,dur? ?ar-ra-zu-ne,dur[buttocks] ?ar[place],c.4.07.4,101,101,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.4&display=Crit&charenc=gcirc#,,
1259,:,dur? ša-mu-u?-de?-?ar,dur[buttocks] ?ar[place],c.4.30.1,7,35,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.30.1&display=Crit&charenc=gcirc#,,
1256,:an[sky],dur? an-še? bi?-ib-?ar,dur[buttocks] ?ar[place],c.4.28.1,36,36,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.28.1&display=Crit&charenc=gcirc#,an[sky],
1213,:an[sky],dur? an-še? bi?-in-?ar,dur[buttocks] ?ar[place],c.2.4.5.4,23,A23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.5.4&display=Crit&charenc=gcirc#,an[sky],
1305,:ki[place],dur? ki ba-an-?ar,dur[buttocks] ?ar[place],c.5.3.5,5,5,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.5&display=Crit&charenc=gcirc#,ki[place],
1240,:ki[place],dur? ki ba-ni-X-?ar,dur[buttocks] ?ar[place],c.4.13.03,12,A12,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.13.03&display=Crit&charenc=gcirc#,ki[place],
1241,:ki[place],dur? ki ba-ni-in-?ar,dur[buttocks] ?ar[place],c.4.13.09,7,7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.13.09&display=Crit&charenc=gcirc#,ki[place],
1247,:ki[place],dur? ki ba-ni-in-?ar,dur[buttocks] ?ar[place],c.4.25.2,5,5,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.25.2&display=Crit&charenc=gcirc#,ki[place],
1231,:ki[place],dur? ki mu-un-?a?-?a?,dur[buttocks] ?ar[place],c.4.06.1,197,C55,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.06.1&display=Crit&charenc=gcirc#,ki[place],
1242,:ki[place],dur? ki u?-ba-e-ni-?ar,dur[buttocks] ?ar[place],c.4.13.12,35,35,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.13.12&display=Crit&charenc=gcirc#,ki[place],
1207,:ki[place],dur? ki ?ar,dur[buttocks] ?ar[place],c.2.1.5,13,13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.5&display=Crit&charenc=gcirc#,ki[place],
1258,:ki[place],dur? ki ?ar-ra,dur[buttocks] ?ar[place],c.4.29.1,90,D22,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.29.1&display=Crit&charenc=gcirc#,ki[place],
1404,-bi-a:,en?-bi-a ba-tar-re-(X),en[cvne] tar[cut],c.6.1.02,237,B21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.02&display=Crit&charenc=gcirc#,,-bi-a
1413,-bi-a:,en?-bi-a tar-re,en[cvne] tar[cut],c.6.1.14,19,B4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.14&display=Crit&charenc=gcirc#,,-bi-a
1379,-bi:,en?-bi ga-me-ši-tar,en[cvne] tar[cut],c.4.08.28,11,11,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,-bi
1326,-bi:,en?-bi in-tar,en[cvne] tar[cut],c.1.8.1.4,463,B67,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,-bi
1403,-bi:,en?-bi i?-tar-re,en[cvne] tar[cut],c.6.1.01,126,B43,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.01&display=Crit&charenc=gcirc#,,-bi
1401,-bi:,en?-bi la-ba-ši-in-tar,en[cvne] tar[cut],c.5.5.3,7,7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.3&display=Crit&charenc=gcirc#,,-bi
1333,-bi:,en?-bi nu-tar-ra-am?,en[cvne] tar[cut],c.2.2.4,112,112,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.4&display=Crit&charenc=gcirc#,,-bi
1334,-bi:,en?-bi nu-tar-ra-am?,en[cvne] tar[cut],c.2.2.4,115,115,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.4&display=Crit&charenc=gcirc#,,-bi
1332,-bi:,en?-bi nu-tar-re,en[cvne] tar[cut],c.2.2.4,31,31,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.4&display=Crit&charenc=gcirc#,,-bi
1330,-bi:,en?-bi tar-re-de?,en[cvne] tar[cut],c.2.1.2,109,150,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.2&display=Crit&charenc=gcirc#,,-bi
1338,-bi:,en?-bi tar-re-?a?,en[cvne] tar[cut],c.2.5.4.01,131,A131,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.01&display=Crit&charenc=gcirc#,,-bi
1415,-na:,en?-na nu-tar-re,en[cvne] tar[cut],c.6.1.23,33,B16,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.23&display=Crit&charenc=gcirc#,,-na
1321,-zu:,en?-zu na-an-tar-re,en[cvne] tar[cut],c.1.6.2,553,564,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,-zu
1395,-zu:lu[person],en?-zu lu?-u? nu-tar-re,en[cvne] tar[cut],c.5.3.6,170,D26,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,lu[person],-zu
1396,-zu:lu[person],en?-zu lu?-u? nu-tar-re,en[cvne] tar[cut],c.5.3.6,173,D29,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,lu[person],-zu
